年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2019	HS2017	88010000-  	Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.	10	 	024	008	88
2019	HS2017	88021100-  	- - Of an unladen weight not exceeding 2,000 kg	0	 	024	008	88
2019	HS2017	88021200-  	- - Of an unladen weight exceeding 2,000 kg	0	 	024	008	88
2019	HS2017	88022000-  	- Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg	0	 	024	008	88
2019	HS2017	88023000-  	- Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg	0	 	024	008	88
2019	HS2017	88024000-  	- Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg	0	 	024	008	88
2019	HS2017	88026000-  	- Spacecraft (including satellites) and suborbital and spacecraft launch vehicles	0	 	024	008	88
2019	HS2017	88031000-  	- Propellers and rotors and parts thereof	0	 	024	008	88
2019	HS2017	88032000-  	- Under-carriages and parts thereof	0	 	024	008	88
2019	HS2017	88033000-  	- Other parts of aeroplanes or helicopters	0	 	024	008	88
2019	HS2017	88039000-  	- Other	0	 	024	008	88
2019	HS2017	88040000-  	Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.	0	 	024	008	88
2019	HS2017	88051000-  	- Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof	0	 	024	008	88
2019	HS2017	88052100-  	- - Air combat simulators and parts thereof	0	 	024	008	88
2019	HS2017	88052900-  	- - Other	0	 	024	008	88
