年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2019	HS2017	01012100-  	- - Pure-bred breeding animals	0	 	024	008	01
2019	HS2017	01012900-  	- - Other	0	 	024	008	01
2019	HS2017	01013000-  	- Asses	0	 	024	008	01
2019	HS2017	01019000-  	- Other	0	 	024	008	01
2019	HS2017	01022100-  	- - Pure-bred breeding animals	0	 	024	008	01
2019	HS2017	01022900-  	- - Other	0	 	024	008	01
2019	HS2017	01023100-  	- - Pure-bred breeding animals	0	 	024	008	01
2019	HS2017	01023900-  	- - Other	0	 	024	008	01
2019	HS2017	01029000-  	- Other	0	 	024	008	01
2019	HS2017	01031000-  	- Pure-bred breeding animals	0	 	024	008	01
2019	HS2017	01039100-  	- - Weighing less than 50 kg	0	 	024	008	01
2019	HS2017	01039200-  	- - Weighing 50 kg or more	0	 	024	008	01
2019	HS2017	01041012-  	Not provided	0	 	024	008	01
2019	HS2017	01041019-  	Not provided	0	 	024	008	01
2019	HS2017	01042021-  	Not provided	0	 	024	008	01
2019	HS2017	01042029-  	Not provided	0	 	024	008	01
2019	HS2017	01051100-  	- - Fowls of the species Gallus domesticus	0	 	024	008	01
2019	HS2017	01051200-  	- - Turkeys	0	 	024	008	01
2019	HS2017	01051300-  	- - Ducks	0	 	024	008	01
2019	HS2017	01051400-  	- - Geese	0	 	024	008	01
2019	HS2017	01051500-  	- - Guinea fowls	0	 	024	008	01
2019	HS2017	01059400-  	- - Fowls of the species Gallus domesticus	0	 	024	008	01
2019	HS2017	01059900-  	- - Other	0	 	024	008	01
2019	HS2017	01061100-  	- - Primates	0	 	024	008	01
2019	HS2017	01061200-  	- - Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia)	0	 	024	008	01
2019	HS2017	01061300-  	- - Camels and other camelids (Camelidae)	0	 	024	008	01
2019	HS2017	01061400-  	- - Rabbits and hares	0	 	024	008	01
2019	HS2017	01061900-  	- - Other	0	 	024	008	01
2019	HS2017	01062000-  	- Reptiles (including snakes and turtles)	20	 	024	008	01
2019	HS2017	01063100-  	- - Birds of prey	30	 	024	008	01
2019	HS2017	01063200-  	- - Psittaciformes (including parrots, parakeets, macaws and cockatoos)	0	 	024	008	01
2019	HS2017	01063300-  	- - Ostriches; emus (Dromaius novaehollandiae)	0	 	024	008	01
2019	HS2017	01063900-  	- - Other	0	 	024	008	01
2019	HS2017	01064100-  	- - Bees	0	 	024	008	01
2019	HS2017	01064900-  	- - Other	0	 	024	008	01
2019	HS2017	01069000-  	- Other	0	 	024	008	01
