年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2019	HS2017	67010000-  	Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down and articles thereof (other than goods of heading 05.05 and worked quills and scapes).	50	 	024	008	67
2019	HS2017	67021000-  	- Of plastics	20	 	024	008	67
2019	HS2017	67029000-  	- Of other materials	20	 	024	008	67
2019	HS2017	67030010-  	Not provided	50	 	024	008	67
2019	HS2017	67030019-  	Not provided	50	 	024	008	67
2019	HS2017	67041100-  	- - Complete wigs	50	 	024	008	67
2019	HS2017	67041910-  	Not provided	50	 	024	008	67
2019	HS2017	67041990-  	Not provided	50	 	024	008	67
2019	HS2017	67042010-  	Not provided	50	 	024	008	67
2019	HS2017	67042090-  	Not provided	50	 	024	008	67
2019	HS2017	67049010-  	Not provided	50	 	024	008	67
2019	HS2017	67049090-  	Not provided	50	 	024	008	67
