年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2019	HS2017	12011000-  	- Seed	0	 	024	008	12
2019	HS2017	12019000-  	- Other	0	 	024	008	12
2019	HS2017	12023000-  	- Seed	0	 	024	008	12
2019	HS2017	12024100-  	- - In shell	30	 	024	008	12
2019	HS2017	12024200-  	- - Shelled, whether or not broken	30	 	024	008	12
2019	HS2017	12030000-  	Copra.	2	 	024	008	12
2019	HS2017	12040000-  	Linseed, whether or not broken.	0	 	024	008	12
2019	HS2017	12051000-  	- Low erucic acid rape or colza seeds	0	 	024	008	12
2019	HS2017	12059000-  	- Other	0	 	024	008	12
2019	HS2017	12060000-  	Sunflower seeds, whether or not broken.	0	 	024	008	12
2019	HS2017	12071000-  	- Palm nuts and kernels	0	 	024	008	12
2019	HS2017	12072100-  	- - Seed	0	 	024	008	12
2019	HS2017	12072900-  	- - Other	0	 	024	008	12
2019	HS2017	12073000-  	- Castor oil seeds	0	 	024	008	12
2019	HS2017	12074000-  	- Sesamum seeds	0	 	024	008	12
2019	HS2017	12075000-  	- Mustard seeds	0	 	024	008	12
2019	HS2017	12076000-  	- Safflower (Carthamus tinctorius) seeds	0	 	024	008	12
2019	HS2017	12077000-  	- Melon seeds	0	 	024	008	12
2019	HS2017	12079100-  	- - Poppy seeds	0	 	024	008	12
2019	HS2017	12079900-  	- - Other	0	 	024	008	12
2019	HS2017	12081000-  	- Of soya beans	0	 	024	008	12
2019	HS2017	12089000-  	- Other	0	 	024	008	12
2019	HS2017	12091000-  	- Sugar beet seeds	0	 	024	008	12
2019	HS2017	12092100-  	- - Lucerne (alfalfa) seeds	0	 	024	008	12
2019	HS2017	12092200-  	- - Clover (Trifolium spp.) seeds	0	 	024	008	12
2019	HS2017	12092300-  	- - Fescue seeds	0	 	024	008	12
2019	HS2017	12092400-  	- - Kentucky blue grass (Poa pratensis L.) seeds	0	 	024	008	12
2019	HS2017	12092500-  	- - Rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds	0	 	024	008	12
2019	HS2017	12092900-  	- - Other	0	 	024	008	12
2019	HS2017	12093000-  	- Seeds of herbaceous plants cultivated principally for their flowers	0	 	024	008	12
2019	HS2017	12099100-  	- - Vegetable seeds	0	 	024	008	12
2019	HS2017	12099900-  	- - Other	0	 	024	008	12
2019	HS2017	12101000-  	- Hop cones, neither ground nor powdered nor in the form of pellets	0	 	024	008	12
2019	HS2017	12102000-  	- Hop cones, ground, powdered or in the form of pellets; lupulin	0	 	024	008	12
2019	HS2017	12112000-  	- Ginseng roots	2	 	024	008	12
2019	HS2017	12113000-  	- Coca leaf	30	 	024	008	12
2019	HS2017	12114000-  	- Poppy straw	2	 	024	008	12
2019	HS2017	12115000-  	- Ephedra	2	 	024	008	12
2019	HS2017	12119000-  	- Other	2	 	024	008	12
2019	HS2017	12122100-  	- - Fit for human consumption	10	 	024	008	12
2019	HS2017	12122900-  	- - Other	10	 	024	008	12
2019	HS2017	12129100-  	- - Sugar beet	10	 	024	008	12
2019	HS2017	12129200-  	- - Locust beans (carob)	10	 	024	008	12
2019	HS2017	12129300-  	- - Sugar cane	10	 	024	008	12
2019	HS2017	12129400-  	- - Chicory roots	10	 	024	008	12
2019	HS2017	12129900-  	- - Other	10	 	024	008	12
2019	HS2017	12130000-  	Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form of pellets.	0	 	024	008	12
2019	HS2017	12141000-  	- Lucerne (alfalfa) meal and pellets	10	 	024	008	12
2019	HS2017	12149000-  	- Other	10	 	024	008	12
