年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2019	HS2017	83011000-  	- Padlocks	2	 	024	008	83
2019	HS2017	83012000-  	- Locks of a kind used for motor vehicles	2	 	024	008	83
2019	HS2017	83013000-  	- Locks of a kind used for furniture	2	 	024	008	83
2019	HS2017	83014000-  	- Other locks	2	 	024	008	83
2019	HS2017	83015000-  	- Clasps and frames with clasps, incorporating locks	2	 	024	008	83
2019	HS2017	83016000-  	- Parts	2	 	024	008	83
2019	HS2017	83017000-  	- Keys presented separately	2	 	024	008	83
2019	HS2017	83021000-  	- Hinges	2	 	024	008	83
2019	HS2017	83022000-  	- Castors	2	 	024	008	83
2019	HS2017	83023000-  	- Other mountings, fittings and similar articles suitable for motor vehicles	2	 	024	008	83
2019	HS2017	83024100-  	- - Suitable for buildings	2	 	024	008	83
2019	HS2017	83024200-  	- - Other, suitable for furniture	2	 	024	008	83
2019	HS2017	83024900-  	- - Other	2	 	024	008	83
2019	HS2017	83025000-  	- Hat-racks, hat-pegs, brackets and similar fixtures	2	 	024	008	83
2019	HS2017	83026000-  	- Automatic door closers	2	 	024	008	83
2019	HS2017	83030000-  	Armoured or reinforced safes, strong-boxes and doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal.	10	 	024	008	83
2019	HS2017	83040000-  	Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading 94.03.	10	 	024	008	83
2019	HS2017	83051000-  	- Fittings for loose-leaf binders or files	10	 	024	008	83
2019	HS2017	83052000-  	- Staples in strips	10	 	024	008	83
2019	HS2017	83059000-  	- Other, including parts	10	 	024	008	83
2019	HS2017	83061000-  	- Bells, gongs and the like	10	 	024	008	83
2019	HS2017	83062100-  	- - Plated with precious metal	10	 	024	008	83
2019	HS2017	83062900-  	- - Other	10	 	024	008	83
2019	HS2017	83063000-  	- Photograph, picture or similar frames; mirrors	10	 	024	008	83
2019	HS2017	83071000-  	- Of iron or steel	10	 	024	008	83
2019	HS2017	83079000-  	- Of other base metal	10	 	024	008	83
2019	HS2017	83081000-  	- Hooks, eyes and eyelets	2	 	024	008	83
2019	HS2017	83082000-  	- Tubular or bifurcated rivets	2	 	024	008	83
2019	HS2017	83089000-  	- Other, including parts	2	 	024	008	83
2019	HS2017	83091000-  	- Crown corks	40	 	024	008	83
2019	HS2017	83099010-  	Not provided	0	 	024	008	83
2019	HS2017	83099090-  	Not provided	10	 	024	008	83
2019	HS2017	83100000-  	Sign-plates, name-plates, address-plates and similar plates, numbers, letters and other symbols, of base metal, excluding those of heading 94.05.	10	 	024	008	83
2019	HS2017	83111000-  	- Coated electrodes of base metal, for electric arc-welding	10	 	024	008	83
2019	HS2017	83112000-  	- Cored wire of base metal, for electric arc-welding	10	 	024	008	83
2019	HS2017	83113000-  	- Coated rods and cored wire, of base metal, for soldering, brazing or welding by flame	10	 	024	008	83
2019	HS2017	83119000-  	- Other	10	 	024	008	83
