年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2019	HS2017	51011100-  	- - Shorn wool	0	 	024	008	51
2019	HS2017	51011900-  	- - Other	0	 	024	008	51
2019	HS2017	51012100-  	- - Shorn wool	0	 	024	008	51
2019	HS2017	51012900-  	- - Other	0	 	024	008	51
2019	HS2017	51013000-  	- Carbonised	0	 	024	008	51
2019	HS2017	51021100-  	- - Of Kashmir (cashmere) goats	0	 	024	008	51
2019	HS2017	51021900-  	- - Other	0	 	024	008	51
2019	HS2017	51022000-  	- Coarse animal hair	0	 	024	008	51
2019	HS2017	51031000-  	- Noils of wool or of fine animal hair	0	 	024	008	51
2019	HS2017	51032000-  	- Other waste of wool or of fine animal hair	0	 	024	008	51
2019	HS2017	51033000-  	- Waste of coarse animal hair	0	 	024	008	51
2019	HS2017	51040000-  	Garnetted stock of wool or of fine or coarse animal hair.	0	 	024	008	51
2019	HS2017	51051000-  	- Carded wool	0	 	024	008	51
2019	HS2017	51052100-  	- - Combed wool in fragments	0	 	024	008	51
2019	HS2017	51052900-  	- - Other	0	 	024	008	51
2019	HS2017	51053100-  	- - Of Kashmir (cashmere) goats	0	 	024	008	51
2019	HS2017	51053900-  	- - Other	0	 	024	008	51
2019	HS2017	51054000-  	- Coarse animal hair, carded or combed	0	 	024	008	51
2019	HS2017	51061000-  	- Containing 85 % or more by weight of wool	0	 	024	008	51
2019	HS2017	51062000-  	- Containing less than 85 % by weight of wool	0	 	024	008	51
2019	HS2017	51071000-  	- Containing 85 % or more by weight of wool	0	 	024	008	51
2019	HS2017	51072000-  	- Containing less than 85 % by weight of wool	0	 	024	008	51
2019	HS2017	51081000-  	- Carded	0	 	024	008	51
2019	HS2017	51082000-  	- Combed	0	 	024	008	51
2019	HS2017	51091000-  	- Containing 85 % or more by weight of wool or of fine animal hair	0	 	024	008	51
2019	HS2017	51099000-  	- Other	0	 	024	008	51
2019	HS2017	51100000-  	Yarn of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale.	0	 	024	008	51
2019	HS2017	51111100-  	- - Of a weight not exceeding 300 g/m²	2	 	024	008	51
2019	HS2017	51111900-  	- - Other	2	 	024	008	51
2019	HS2017	51112000-  	- Other, mixed mainly or solely with man-made filaments	2	 	024	008	51
2019	HS2017	51113000-  	- Other, mixed mainly or solely with man-made staple fibres	2	 	024	008	51
2019	HS2017	51119000-  	- Other	2	 	024	008	51
2019	HS2017	51121100-  	- - Of a weight not exceeding 200 g/m²	2	 	024	008	51
2019	HS2017	51121900-  	- - Other	2	 	024	008	51
2019	HS2017	51122000-  	- Other, mixed mainly or solely with man-made filaments	2	 	024	008	51
2019	HS2017	51123000-  	- Other, mixed mainly or solely with man-made staple fibres	2	 	024	008	51
2019	HS2017	51129000-  	- Other	2	 	024	008	51
2019	HS2017	51130000-  	Woven fabrics of coarse animal hair or of horsehair.	2	 	024	008	51
