年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2019	HS2017	25010010-  	Not provided	40	 	024	008	25
2019	HS2017	25010090-  	Not provided	40	 	024	008	25
2019	HS2017	25020000-  	Unroasted iron pyrites.	10	 	024	008	25
2019	HS2017	25030000-  	Sulphur of all kinds, other than sublimed sulphur, precipitated sulphur and colloidal sulphur.	0	 	024	008	25
2019	HS2017	25041000-  	- In powder or in flakes	50	 	024	008	25
2019	HS2017	25049000-  	- Other	50	 	024	008	25
2019	HS2017	25051000-  	- Silica sands and quartz sands	0	 	024	008	25
2019	HS2017	25059000-  	- Other	0	 	024	008	25
2019	HS2017	25061000-  	- Quartz	2	 	024	008	25
2019	HS2017	25062000-  	- Quartzite	2	 	024	008	25
2019	HS2017	25070000-  	Kaolin and other kaolinic clays, whether or not calcined.	2	 	024	008	25
2019	HS2017	25081000-  	- Bentonite	0	 	024	008	25
2019	HS2017	25083000-  	- Fire-clay	0	 	024	008	25
2019	HS2017	25084000-  	- Other clays	0	 	024	008	25
2019	HS2017	25085000-  	- Andalusite, kyanite and sillimanite	0	 	024	008	25
2019	HS2017	25086000-  	- Mullite	0	 	024	008	25
2019	HS2017	25087000-  	- Chamotte or dinas earths	0	 	024	008	25
2019	HS2017	25090000-  	Chalk.	0	 	024	008	25
2019	HS2017	25101000-  	- Unground	0	 	024	008	25
2019	HS2017	25102000-  	- Ground	0	 	024	008	25
2019	HS2017	25111000-  	- Natural barium sulphate (barytes)	0	 	024	008	25
2019	HS2017	25112000-  	- Natural barium carbonate (witherite)	0	 	024	008	25
2019	HS2017	25120000-  	Siliceous fossil meals (for example, kieselguhr, tripolite and diatomite) and similar siliceous earths, whether or not calcined, of an apparent specific gravity of 1 or less.	0	 	024	008	25
2019	HS2017	25131000-  	- Pumice stone	0	 	024	008	25
2019	HS2017	25132000-  	- Emery, natural corundum, natural garnet and other natural abrasives	0	 	024	008	25
2019	HS2017	25140000-  	Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape.	0	 	024	008	25
2019	HS2017	25151100-  	- - Crude or roughly trimmed	50	 	024	008	25
2019	HS2017	25151200-  	- - Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape	50	 	024	008	25
2019	HS2017	25152000-  	- Ecaussine and other calcareous monumental or building stone; alabaster	50	 	024	008	25
2019	HS2017	25161100-  	- - Crude or roughly trimmed	50	 	024	008	25
2019	HS2017	25161200-  	- - Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape	50	 	024	008	25
2019	HS2017	25162000-  	- Sandstone	50	 	024	008	25
2019	HS2017	25169000-  	- Other monumental or building stone	50	 	024	008	25
2019	HS2017	25171000-  	- Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated	50	 	024	008	25
