年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2019	HS2017	69010000-  	Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths.	50	 	024	008	69
2019	HS2017	69021000-  	- Containing by weight, singly or together, more than 50 % of the elements Mg, Ca or Cr, expressed as MgO, CaO or Cr2O3	2	 	024	008	69
2019	HS2017	69022000-  	- Containing by weight more than 50 % of alumina (Al2O3), of silica (SiO2) or of a mixture or compound of these products	2	 	024	008	69
2019	HS2017	69029000-  	- Other	2	 	024	008	69
2019	HS2017	69031000-  	- Containing by weight more than 50 % of graphite or other carbon or of a mixture of these products	50	 	024	008	69
2019	HS2017	69032000-  	- Containing by weight more than 50 % of alumina (Al2O3) or of a mixture or compound of alumina and of silica (SiO2)	50	 	024	008	69
2019	HS2017	69039000-  	- Other	50	 	024	008	69
2019	HS2017	69041000-  	- Building bricks	50	 	024	008	69
2019	HS2017	69049000-  	- Other	50	 	024	008	69
2019	HS2017	69051000-  	- Roofing tiles	50	 	024	008	69
2019	HS2017	69059000-  	- Other	50	 	024	008	69
2019	HS2017	69060000-  	Ceramic pipes, conduits, guttering and pipe fittings.	50	 	024	008	69
2019	HS2017	69072100-  	- - Of a water absorption coefficient by weight not exceeding 0.5 %	30	 	024	008	69
2019	HS2017	69072200-  	- - Of a water absorption coefficient by weight exceeding 0.5 % but not exceeding 10 %	30	 	024	008	69
2019	HS2017	69072300-  	- - Of a water absorption coefficient by weight exceeding 10 %	30	 	024	008	69
2019	HS2017	69073000-  	- Mosaic cubes and the like, other than those of subheading 6907.40	30	 	024	008	69
2019	HS2017	69074000-  	- Finishing ceramics	30	 	024	008	69
2019	HS2017	69091100-  	- - Of porcelain or china	10	 	024	008	69
2019	HS2017	69091200-  	- - Articles having a hardness equivalent to 9 or more on the Mohs scale	10	 	024	008	69
2019	HS2017	69091900-  	- - Other	10	 	024	008	69
2019	HS2017	69099000-  	- Other	10	 	024	008	69
2019	HS2017	69101000-  	- Of porcelain or china	10	 	024	008	69
2019	HS2017	69109000-  	- Other	10	 	024	008	69
2019	HS2017	69111000-  	- Tableware and kitchenware	10	 	024	008	69
2019	HS2017	69119000-  	- Other	10	 	024	008	69
2019	HS2017	69120000-  	Ceramic tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china.	10	 	024	008	69
2019	HS2017	69131000-  	- Of porcelain or china	20	 	024	008	69
2019	HS2017	69139000-  	- Other	20	 	024	008	69
2019	HS2017	69141000-  	- Of porcelain or china	30	 	024	008	69
2019	HS2017	69149000-  	- Other	30	 	024	008	69
