年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2019	HS2017	52010000-  	Cotton, not carded or combed.	0	 	024	008	52
2019	HS2017	52021000-  	- Yarn waste (including thread waste)	0	 	024	008	52
2019	HS2017	52029100-  	- - Garnetted stock	0	 	024	008	52
2019	HS2017	52029900-  	- - Other	0	 	024	008	52
2019	HS2017	52030000-  	Cotton, carded or combed.	0	 	024	008	52
2019	HS2017	52041100-  	- - Containing 85 % or more by weight of cotton	0	 	024	008	52
2019	HS2017	52041900-  	- - Other	0	 	024	008	52
2019	HS2017	52042000-  	- Put up for retail sale	0	 	024	008	52
2019	HS2017	52051100-  	- - Measuring 714.29 decitex or more (not exceeding 14 metric number)	0	 	024	008	52
2019	HS2017	52051200-  	- - Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number)	0	 	024	008	52
2019	HS2017	52051300-  	- - Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number)	0	 	024	008	52
2019	HS2017	52051400-  	- - Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)	0	 	024	008	52
2019	HS2017	52051500-  	- - Measuring less than 125 decitex (exceeding 80 metric number)	0	 	024	008	52
2019	HS2017	52052100-  	- - Measuring 714.29 decitex or more (not exceeding 14 metric number)	0	 	024	008	52
2019	HS2017	52052200-  	- - Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number)	0	 	024	008	52
2019	HS2017	52052300-  	- - Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number)	0	 	024	008	52
2019	HS2017	52052400-  	- - Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)	0	 	024	008	52
2019	HS2017	52052600-  	- - Measuring less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number)	0	 	024	008	52
2019	HS2017	52052700-  	- - Measuring less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number)	0	 	024	008	52
2019	HS2017	52052800-  	- - Measuring less than 83.33 decitex (exceeding 120 metric number)	0	 	024	008	52
2019	HS2017	52053100-  	- - Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52053200-  	- - Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52053300-  	- - Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52053400-  	- - Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52053500-  	- - Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52054100-  	- - Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52054200-  	- - Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52054300-  	- - Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52054400-  	- - Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52054600-  	- - Measuring per single yarn less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52054700-  	- - Measuring per single yarn less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52054800-  	- - Measuring per single yarn less than 83.33 decitex (exceeding 120 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52061100-  	- - Measuring 714.29 decitex or more (not exceeding 14 metric number)	0	 	024	008	52
2019	HS2017	52061200-  	- - Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number)	0	 	024	008	52
2019	HS2017	52061300-  	- - Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number)	0	 	024	008	52
2019	HS2017	52061400-  	- - Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)	0	 	024	008	52
2019	HS2017	52061500-  	- - Measuring less than 125 decitex (exceeding 80 metric number)	0	 	024	008	52
2019	HS2017	52062100-  	- - Measuring 714.29 decitex or more (not exceeding 14 metric number)	0	 	024	008	52
2019	HS2017	52062200-  	- - Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number)	0	 	024	008	52
2019	HS2017	52062300-  	- - Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number)	0	 	024	008	52
2019	HS2017	52062400-  	- - Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)	0	 	024	008	52
2019	HS2017	52062500-  	- - Measuring less than 125 decitex (exceeding 80 metric number)	0	 	024	008	52
2019	HS2017	52063100-  	- - Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52063200-  	- - Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52063300-  	- - Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52063400-  	- - Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52063500-  	- - Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52064100-  	- - Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52064200-  	- - Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52064300-  	- - Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52064400-  	- - Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52064500-  	- - Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn)	0	 	024	008	52
2019	HS2017	52071000-  	- Containing 85 % or more by weight of cotton	0	 	024	008	52
2019	HS2017	52079000-  	- Other	0	 	024	008	52
2019	HS2017	52081100-  	- - Plain weave, weighing not more than 100 g/m2	2	 	024	008	52
2019	HS2017	52081200-  	- - Plain weave, weighing more than 100 g/m2	2	 	024	008	52
2019	HS2017	52081300-  	- - 3-thread or 4-thread twill, including cross twill	2	 	024	008	52
