年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2017	HS2017	2801100000-  	- Chlore	15	 	012	008	28
2017	HS2017	2801200000-  	- Iode	15	 	012	008	28
2017	HS2017	2801301000-  	- - - Fluor	15	 	012	008	28
2017	HS2017	2801302000-  	- - - Brome	15	 	012	008	28
2017	HS2017	2802001000-  	- - - Soufre sublime (ou fleur de soufre), lave ou non	15	 	012	008	28
2017	HS2017	2802002000-  	- - - Soufre precipite	15	 	012	008	28
2017	HS2017	2802003000-  	- - - Soufre colloïdal	15	 	012	008	28
2017	HS2017	2803001000-  	- - - Noirs de gaz de petrole «noirs de carbone »	15	 	012	008	28
2017	HS2017	2803002000-  	- - - Noirsd'acetylene	15	 	012	008	28
2017	HS2017	2803003000-  	- - - Noirs de gaz anthracenique	15	 	012	008	28
2017	HS2017	2803004000-  	- - - Noir de fumee	15	 	012	008	28
2017	HS2017	2803009000-  	- - - Autres	15	 	012	008	28
2017	HS2017	2804100000-  	- Hydrogène	15	 	012	008	28
2017	HS2017	2804210000-  	- - Argon	15	 	012	008	28
2017	HS2017	2804291000-  	- - - Helium	15	 	012	008	28
2017	HS2017	2804292000-  	- - - Neon	15	 	012	008	28
2017	HS2017	2804299000-  	- - - Autres gaz rares	15	 	012	008	28
2017	HS2017	2804300000-  	- Azote	15	 	012	008	28
2017	HS2017	2804400000-  	- Oxygène	15	 	012	008	28
2017	HS2017	2804501000-  	- - - Bore	15	 	012	008	28
2017	HS2017	2804502000-  	- - - Tellure	15	 	012	008	28
2017	HS2017	2804610000-  	- - Contenant en poids au moins 99,99 % de silicium	15	 	012	008	28
2017	HS2017	2804690000-  	- - Autre	15	 	012	008	28
2017	HS2017	2804700000-  	- Phosphore	15	 	012	008	28
2017	HS2017	2804800000-  	- Arsenic	15	 	012	008	28
2017	HS2017	2804900000-  	- Sélénium	15	 	012	008	28
2017	HS2017	2805110000-  	- - Sodium	15	 	012	008	28
2017	HS2017	2805120000-  	- - Calcium	15	 	012	008	28
2017	HS2017	2805191000-  	- - - Potassium	15	 	012	008	28
2017	HS2017	2805192000-  	- - - Lithium	15	 	012	008	28
2017	HS2017	2805193000-  	- - - Cesium	15	 	012	008	28
2017	HS2017	2805194000-  	- - - Rubidium	15	 	012	008	28
2017	HS2017	2805195000-  	- - - Strontium	15	 	012	008	28
2017	HS2017	2805196000-  	- - - Baryum	15	 	012	008	28
2017	HS2017	2805301100-  	- - - - Mischmetal	15	 	012	008	28
2017	HS2017	2805301900-  	- - - - Autres	15	 	012	008	28
2017	HS2017	2805309100-  	- - - - Scandium et yttrium	15	 	012	008	28
2017	HS2017	2805309200-  	- - - - Cerium	15	 	012	008	28
2017	HS2017	2805309300-  	- - - - Lanthane	15	 	012	008	28
2017	HS2017	2805309900-  	- - - - Autres metaux de terres rares	15	 	012	008	28
2017	HS2017	2805401000-  	- - - Presente en bonbonnesd'un contenu net de 34,5 kgs (poids standard) et dont la valeur fob, par bonbonne, n’excede pas 224 U.C	15	 	012	008	28
2017	HS2017	2805409000-  	- - - Autre	15	 	012	008	28
2017	HS2017	2806101000-  	- - - Presente sous forme gazeux	15	 	012	008	28
2017	HS2017	2806109100-  	- - - - Esprit de sel	15	 	012	008	28
2017	HS2017	2806109900-  	- - - - Autres	15	 	012	008	28
2017	HS2017	2806200000-  	- Acide chlorosulfurique	15	 	012	008	28
2017	HS2017	2807001100-  	- - - - Commercial	15	 	012	008	28
2017	HS2017	2807001900-  	- - - - Autres	15	 	012	008	28
2017	HS2017	2807002000-  	- - - Oleum	15	 	012	008	28
2017	HS2017	2808001100-  	- - - - Commercial	15	 	012	008	28
2017	HS2017	2808001200-  	- - - - Pur ou chimiquement pur	15	 	012	008	28
2017	HS2017	2808002000-  	- - - Acides sulfonitriques	15	 	012	008	28
2017	HS2017	2809100000-  	- Pentaoxyde de diphosphore	15	 	012	008	28
2017	HS2017	2809201000-  	- - - Acide phosphorique	5	 	012	008	28
2017	HS2017	2809202000-  	- - - Acides polyphosphoriques	5	 	012	008	28
2017	HS2017	2810001000-  	- - - Oxydes de bore	15	 	012	008	28
2017	HS2017	2810002000-  	- - - Acides boriques	15	 	012	008	28
2017	HS2017	2811111100-  	- - - - Fluorured'hydrogene anhydre en solutions concentrees	15	 	012	008	28
2017	HS2017	2811111900-  	- - - - Autres	15	 	012	008	28
2017	HS2017	2811119000-  	- - - Autres	15	 	012	008	28
2017	HS2017	2811120000-  	- - Cyanure d'hydrogène (acide cyanhydrique)	15	 	012	008	28
2017	HS2017	2811191100-  	- - - - Acide tétrafluoroborique (acide fluoroborique)	15	 	012	008	28
2017	HS2017	2811191200-  	- - - - Acide hexafluorosilicique (acide fluorosilicique)	15	 	012	008	28
2017	HS2017	2811191300-  	- - - - Autres fluoro-acides	15	 	012	008	28
2017	HS2017	2811192100-  	- - - - Acide hypochloreux	15	 	012	008	28
2017	HS2017	2811192200-  	- - - - Acide chlorique	15	 	012	008	28
2017	HS2017	2811192300-  	- - - - Acide perchlorique	15	 	012	008	28
2017	HS2017	2811193100-  	- - - - Bromure d'hydrogène (acide bromhydrique)	15	 	012	008	28
2017	HS2017	2811193200-  	- - - - Acide bromique	15	 	012	008	28
2017	HS2017	2811194100-  	- - - - Iodure d'hydrogène	15	 	012	008	28
2017	HS2017	2811194200-  	- - - - Acide iodique (y compris son anhydride) et acide periodique	15	 	012	008	28
2017	HS2017	2811195000-  	- - - Acide arsénique	15	 	012	008	28
