年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2017	HS2017	3601001000-  	- - - Poudre noire	15	 	012	008	36
2017	HS2017	3601002100-  	- - - - Poudres sans fumee	15	 	012	008	36
2017	HS2017	3601002900-  	- - - - Autres	15	 	012	008	36
2017	HS2017	3601003100-  	- - - - Propergols homogenes	15	 	012	008	36
2017	HS2017	3601003900-  	- - - - Autres propergols	15	 	012	008	36
2017	HS2017	3601009000-  	- - - Autres	15	 	012	008	36
2017	HS2017	3602001000-  	- - - Explosifs d'amorçage a base de fulminate de mercure, d'azoture de plomb, etc..	15	 	012	008	36
2017	HS2017	3602002000-  	- - - Dynamites	15	 	012	008	36
2017	HS2017	3602003000-  	- - - Melinite, tolite, bentolite, etc...	15	 	012	008	36
2017	HS2017	3602004000-  	- - - Autres explosifs prepares a base de derivees organiques nitres ou d'esters nitriques	15	 	012	008	36
2017	HS2017	3602009000-  	- - - Autres	15	 	012	008	36
2017	HS2017	3603001000-  	- - - Amorces et capsules fulminantes pour munitions de chasse ou tir	15	 	012	008	36
2017	HS2017	3603002000-  	- - - Meches de sûrete	15	 	012	008	36
2017	HS2017	3603003000-  	- - - Cordeaux detonants	15	 	012	008	36
2017	HS2017	3603009100-  	- - - - Detonateurs electriques	15	 	012	008	36
2017	HS2017	3603009200-  	- - - - Amorces et capsules fulminantes, autres que celles pour munitions de chasse ou tir	15	 	012	008	36
2017	HS2017	3603009300-  	- - - - Allumeurs	15	 	012	008	36
2017	HS2017	3604101000-  	- - - Sous forme de bombes ou fusees	30	 	012	008	36
2017	HS2017	3604102000-  	- - - Sous autres formes	30	 	012	008	36
2017	HS2017	3604901000-  	- - - Petards pour chemins de fer et signalisation	30	 	012	008	36
2017	HS2017	3604902100-  	- - - - Amorces pour briquets	30	 	012	008	36
2017	HS2017	3604902900-  	- - - - Autres	30	 	012	008	36
2017	HS2017	3604909100-  	- - - - Amorces pour pistolets d'enfants ou pour papillotes	30	 	012	008	36
2017	HS2017	3604909200-  	- - - - Cierges magiques	30	 	012	008	36
2017	HS2017	3604909310-  	- - - - - Fusees de detresse a utiliser en mer	30	 	012	008	36
2017	HS2017	3604909320-  	- - - - - Cartouches photoeclair pour l'equipement des vehicules aeriens	30	 	012	008	36
2017	HS2017	3604909330-  	- - - - - Fusees eclairantes	30	 	012	008	36
2017	HS2017	3604909340-  	- - - - - Fusees de detresse individuelles	30	 	012	008	36
2017	HS2017	3604909350-  	- - - - - Effets lumineux pour le cinema ou la television	30	 	012	008	36
2017	HS2017	3604909390-  	- - - - - Autres	30	 	012	008	36
2017	HS2017	3604909400-  	- - - - Artifices a usage agricole	30	 	012	008	36
2017	HS2017	3604909900-  	- - - - Autres	30	 	012	008	36
2017	HS2017	3605001000-  	- - - Allumettes en bois	30	 	012	008	36
2017	HS2017	3605009000-  	- - - Autres	30	 	012	008	36
2017	HS2017	3606100000-  	- Combustibles liquides et gaz combustibles liquéfiés en récipients des types utilisés pour alimenter ou recharger les briquets ou les allumeurs et d'une capacité n'excédant pas 300 cm³	30	 	012	008	36
2017	HS2017	3606901100-  	- - - - Pierres a briquet	30	 	012	008	36
2017	HS2017	3606901200-  	- - - - Autres	30	 	012	008	36
2017	HS2017	3606909100-  	- - - - Combustibles solides ou pateux a based'alcool (alcool solidifie et produits similaires)	30	 	012	008	36
2017	HS2017	3606909200-  	- - - - Metaldehyde («meta») et autres combustibles similaires, en tablettes, comprimes, batons ou formes similaires	30	 	012	008	36
2017	HS2017	3606909300-  	- - - - Torches et flambeaux de resine, allume-feu et produits similaires	30	 	012	008	36
2017	HS2017	3606909400-  	- - - - Combustibles solides des types utilises pour pipe a eau (chicha) ou pour les preparations odoriferantes agissant par combustion	30	 	012	008	36
2017	HS2017	3606909900-  	- - - - Autres	30	 	012	008	36
