年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2017	HS2017	3701100000-  	- Pour rayons X	15	 	012	008	37
2017	HS2017	3701201100-  	- - - - Pour arts graphiques	15	 	012	008	37
2017	HS2017	3701201910-  	- - - - - Pour images polychromes	15	 	012	008	37
2017	HS2017	3701201920-  	- - - - - Pour images monochromes	15	 	012	008	37
2017	HS2017	3701209100-  	- - - - Pour arts graphiques	15	 	012	008	37
2017	HS2017	3701209910-  	- - - - - Pour images polychromes	15	 	012	008	37
2017	HS2017	3701209920-  	- - - - - Pour images monochromes	15	 	012	008	37
2017	HS2017	3701301000-  	- - - Pour arts graphiques	15	 	012	008	37
2017	HS2017	3701309100-  	- - - - Pour images polychromes	15	 	012	008	37
2017	HS2017	3701309200-  	- - - - pour images monochromes	15	 	012	008	37
2017	HS2017	3701911000-  	- - - Pour arts graphiques	15	 	012	008	37
2017	HS2017	3701919000-  	- - - Autres	15	 	012	008	37
2017	HS2017	3701991000-  	- - - Pour arts graphiques	15	 	012	008	37
2017	HS2017	3701999000-  	- - - Autres	15	 	012	008	37
2017	HS2017	3702101000-  	- - - Pellicules non perforees pour rayons X	15	 	012	008	37
2017	HS2017	3702102000-  	- - - Pellicules perforees pour rayons X	15	 	012	008	37
2017	HS2017	3702311000-  	- - - Destines a la fabrication de films pour appareils photographiques a developpement instantane	15	 	012	008	37
2017	HS2017	3702319100-  	- - - - D'une longueur n’excedant pas 30 m	15	 	012	008	37
2017	HS2017	3702319200-  	- - - - D'une longueur excedant 30 m	15	 	012	008	37
2017	HS2017	3702321100-  	- - - - Microfilms films pour les arts graphiques	15	 	012	008	37
2017	HS2017	3702321900-  	- - - - Autres	15	 	012	008	37
2017	HS2017	3702322000-  	- - -d'une largeur excedant 35 mm	15	 	012	008	37
2017	HS2017	3702391000-  	- - - D'une longueur n’excedant pas 30 m	15	 	012	008	37
2017	HS2017	3702392000-  	- - - D'une longueur excedant 30 m	15	 	012	008	37
2017	HS2017	3702410000-  	- - D'une largeur excédant 610 mm et d'une longueur excédant 200 m, pour la photographie en couleurs (polychrome)	15	 	012	008	37
2017	HS2017	3702420000-  	- - D'une largeur excédant 610 mm et d'une longueur excédant 200 m, autres que pour la photographie en couleurs	15	 	012	008	37
2017	HS2017	3702430000-  	- - D'une largeur excédant 610 mm et d'une longueur n'excédant pas 200 m	15	 	012	008	37
2017	HS2017	3702440000-  	- - D'une largeur excédant 105 mm mais n'excédant pas 610 mm	15	 	012	008	37
2017	HS2017	3702520000-  	- - D'une largeur n'excédant pas 16 mm	15	 	012	008	37
2017	HS2017	3702530000-  	- - D'une largeur excédant 16 mm mais n'excédant pas 35 mm et d'une longueur n'excédant pas 30 m, pour diapositives	15	 	012	008	37
2017	HS2017	3702540000-  	- - D'une largeur excédant 16 mm mais n'excédant pas 35 mm et d'une longueur n'excédant pas 30 m, autres que pour diapositives	15	 	012	008	37
2017	HS2017	3702550000-  	- - D'une largeur excédant 16 mm mais n'excédant pas 35 mm et d'une longueur excédant 30 m	15	 	012	008	37
2017	HS2017	3702560000-  	- - D'une largeur excédant 35 mm	15	 	012	008	37
2017	HS2017	3702961000-  	- - - Microfilms films pour les arts graphiques	15	 	012	008	37
2017	HS2017	3702969000-  	- - - Autres	15	 	012	008	37
2017	HS2017	3702971000-  	- - - Microfilms films pour les arts graphiques	15	 	012	008	37
2017	HS2017	3702979000-  	- - - Autres	15	 	012	008	37
2017	HS2017	3702980000-  	- - D'une largeur excédant 35 mm	15	 	012	008	37
2017	HS2017	3703101000-  	- - - Pour la reproduction de documents, de dessins techniques et similaires	15	 	012	008	37
2017	HS2017	3703109100-  	- - - - Pour images polychromes	15	 	012	008	37
2017	HS2017	3703109200-  	- - - - Pour images monochromes	15	 	012	008	37
2017	HS2017	3703201000-  	- - - Pour la reproduction de documents, de dessins techniques et similaires	15	 	012	008	37
2017	HS2017	3703209000-  	- - - Autres	15	 	012	008	37
2017	HS2017	3703901000-  	- - - Pour la reproduction de documents, de dessins techniques et similaires	15	 	012	008	37
2017	HS2017	3703909000-  	- - - Autres	15	 	012	008	37
2017	HS2017	3704001100-  	- - - - D'une largeur de 35 mm ou plus	15	 	012	008	37
2017	HS2017	3704001900-  	- - - - Autres	15	 	012	008	37
2017	HS2017	3704009100-  	- - - - Plaques, pellicules, papiers, cartons et textiles cinematographiques	15	 	012	008	37
2017	HS2017	3704009910-  	- - - - - Pour images polychromes	15	 	012	008	37
2017	HS2017	3704009920-  	- - - - - Pour images monochromes	15	 	012	008	37
2017	HS2017	3705001100-  	- - - - Des images satellites	15	 	012	008	37
2017	HS2017	3705001900-  	- - - - Autres	15	 	012	008	37
2017	HS2017	3705009100-  	- - - - Microfilms	15	 	012	008	37
