年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2019	HS2017	06011010-  	– –  Hyacinths	2	 	008	012	06
2019	HS2017	06011020-  	– –  Narcissi	2	 	008	012	06
2019	HS2017	06011030-  	– –  Tulips	2	 	008	012	06
2019	HS2017	06011040-  	– –  Gladioli	2	 	008	012	06
2019	HS2017	06011090-  	– –  Other	2	 	008	012	06
2019	HS2017	06012010-  	– –  Chicory plants and roots	2	 	008	012	06
2019	HS2017	06012030-  	– –  Orchids, hyacinths, narcissi and tulips	2	 	008	012	06
2019	HS2017	06012090-  	– –  Other	2	 	008	012	06
2019	HS2017	06021010-  	– –  Of vines	2	 	008	012	06
2019	HS2017	06021090-  	– –  Other	2	 	008	012	06
2019	HS2017	06022010-  	– –  Vine slips, grafted or rooted	2	 	008	012	06
2019	HS2017	06022020-  	– – –  With bare roots	2	 	008	012	06
2019	HS2017	06022030-  	– – – –  Citrus	2	 	008	012	06
2019	HS2017	06022080-  	– – – –  Other	2	 	008	012	06
2019	HS2017	06023000-  	–  Rhododendrons and azaleas, grafted or not	2	 	008	012	06
2019	HS2017	06024000-  	–  Roses, grafted or not	2	 	008	012	06
2019	HS2017	06029010-  	– –  Mushroom spawn	2	 	008	012	06
2019	HS2017	06029020-  	– –  Pineapple plants	2	 	008	012	06
2019	HS2017	06029030-  	– –  Vegetable and strawberry plants	2	 	008	012	06
2019	HS2017	06029041-  	– – – – –  Forest trees	2	 	008	012	06
2019	HS2017	06029045-  	– – – – – –  Rooted cuttings and young plants	2	 	008	012	06
2019	HS2017	06029046-  	– – – – – – –  With bare roots	2	 	008	012	06
2019	HS2017	06029047-  	– – – – – – – –  Conifers and evergreens	2	 	008	012	06
2019	HS2017	06029048-  	– – – – – – – –  Other	2	 	008	012	06
2019	HS2017	06029050-  	– – – –  Other outdoor plants	2	 	008	012	06
2019	HS2017	06029070-  	– – – –  Rooted cuttings and young plants, excluding cacti	2	 	008	012	06
2019	HS2017	06029091-  	– – – – –  Flowering plants with buds or flowers, excluding cacti	2	 	008	012	06
2019	HS2017	06029099-  	– – – – –  Other	2	 	008	012	06
2019	HS2017	06031100-  	– –  Roses	15	 	008	012	06
2019	HS2017	06031200-  	– –  Carnations	15	 	008	012	06
2019	HS2017	06031300-  	– –  Orchids	15	 	008	012	06
2019	HS2017	06031400-  	– –  Chrysanthemums	15	 	008	012	06
2019	HS2017	06031500-  	– –  Lilies (Lilium spp.)	15	 	008	012	06
2019	HS2017	06031910-  	– – –  Gladioli	15	 	008	012	06
2019	HS2017	06031920-  	– – –  Ranunculi	15	 	008	012	06
2019	HS2017	06031970-  	– – –  Other	15	 	008	012	06
2019	HS2017	06039000-  	–  Other	15	 	008	012	06
2019	HS2017	06042011-  	– – –  Reindeer moss	15	 	008	012	06
2019	HS2017	06042019-  	– – –  Other	15	 	008	012	06
2019	HS2017	06042020-  	– –  Christmas trees	15	 	008	012	06
2019	HS2017	06042040-  	– –  Conifer branches	15	 	008	012	06
2019	HS2017	06042090-  	– –  Other	15	 	008	012	06
2019	HS2017	06049011-  	– – –  Reindeer moss	15	 	008	012	06
2019	HS2017	06049019-  	– – –  Other	15	 	008	012	06
2019	HS2017	06049091-  	– – –  Not further prepared than dried	15	 	008	012	06
2019	HS2017	06049099-  	– – –  Other	15	 	008	012	06
