年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2019	HS2017	49011000-  	–  In single sheets, whether or not folded	0	 	008	012	49
2019	HS2017	49019100-  	– –  Dictionaries and encyclopaedias, and serial instalments thereof	0	 	008	012	49
2019	HS2017	49019900-  	– –  Other	0	 	008	012	49
2019	HS2017	49021000-  	–  Appearing at least four times a week	0	 	008	012	49
2019	HS2017	49029000-  	–  Other	0	 	008	012	49
2019	HS2017	49030000-  	Children's picture, drawing or colouring books	0	 	008	012	49
2019	HS2017	49040000-  	Music, printed or in manuscript, whether or not bound or illustrated	0	 	008	012	49
2019	HS2017	49051000-  	–  Globes	0	 	008	012	49
2019	HS2017	49059100-  	– –  In book form	0	 	008	012	49
2019	HS2017	49059900-  	– –  Other	0	 	008	012	49
2019	HS2017	49060000-  	Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; handwritten texts; photographic reproductions on sensitised paper and carbon copies of the foregoing	0	 	008	012	49
2019	HS2017	49070010-  	–  Postage, revenue and similar stamps	0	 	008	012	49
2019	HS2017	49070030-  	–  Banknotes	0	 	008	012	49
2019	HS2017	49070090-  	–  Other	0	 	008	012	49
2019	HS2017	49081000-  	–  Transfers (decalcomanias), vitrifiable	0	 	008	012	49
2019	HS2017	49089000-  	–  Other	0	 	008	012	49
2019	HS2017	49090000-  	Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings	0	 	008	012	49
2019	HS2017	49100000-  	Calendars of any kind, printed, including calendar blocks	0	 	008	012	49
2019	HS2017	49111010-  	– –  Commercial catalogues	0	 	008	012	49
2019	HS2017	49111090-  	– –  Other	0	 	008	012	49
2019	HS2017	49119100-  	– –  Pictures, designs and photographs	0	 	008	012	49
2019	HS2017	49119900-  	– –  Other	0	 	008	012	49
