年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2019	HS2017	05010000-  	Human hair, unworked, whether or not washed or scoured; waste of human hair	10	 	008	012	05
2019	HS2017	05021000-  	–  Pigs', hogs' or boars' bristles and hair and waste thereof	10	 	008	012	05
2019	HS2017	05029000-  	–  Other	10	 	008	012	05
2019	HS2017	05040000-  	Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked	10	 	008	012	05
2019	HS2017	05051010-  	– –  Raw	10	 	008	012	05
2019	HS2017	05051090-  	– –  Other	10	 	008	012	05
2019	HS2017	05059000-  	–  Other	10	 	008	012	05
2019	HS2017	05061000-  	–  Ossein and bones treated with acid	10	 	008	012	05
2019	HS2017	05069000-  	–  Other	10	 	008	012	05
2019	HS2017	05071000-  	–  Ivory; ivory powder and waste	10	 	008	012	05
2019	HS2017	05079000-  	–  Other	10	 	008	012	05
2019	HS2017	05080000-  	Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof	0	 	008	012	05
2019	HS2017	05100000-  	Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved	0	 	008	012	05
2019	HS2017	05111000-  	–  Bovine semen	10	 	008	012	05
2019	HS2017	05119110-  	– – –  Fish waste	0	 	008	012	05
2019	HS2017	05119190-  	– – –  Other	0	 	008	012	05
2019	HS2017	05119910-  	– – –  Sinews or tendons; parings and similar waste of raw hides or skins	10	 	008	012	05
2019	HS2017	05119931-  	– – – –  Raw	0	 	008	012	05
2019	HS2017	05119939-  	– – – –  Other	0	 	008	012	05
2019	HS2017	05119985-  	– – –  Other (37)	10	 	008	012	05
