年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2018	HS2017	1701121001-  	- - - - From 1 January to 30 June	 	250 US dollar per 1000 kg	051	008	17
2018	HS2017	1701121009-  	- - - - From 1 July to 31 December	 	250 US dollar per 1000 kg	051	008	17
2018	HS2017	1701129001-  	- - - - From 1 January to 30 June	 	250 US dollar per 1000 kg	051	008	17
2018	HS2017	1701129009-  	- - - - From 1 July to 31 December	 	250 US dollar per 1000 kg	051	008	17
2018	HS2017	1701131011-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange does not exceed 286.60 USD	 	250 US dollar per 1000 kg	051	008	17
2018	HS2017	1701131012-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange exceeds 286.61 USD, but does not exceed 324.08 USD	 	240 US dollar per 1000 kg	051	008	17
2018	HS2017	1701131013-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange exceeds 324.09 USD, but does not exceed 361.56 USD	 	203 US dollar per 1000 kg	051	008	17
2018	HS2017	1701131014-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange exceeds 361.57 USD, but does not exceed 396.83 USD	 	171 US dollar per 1000 kg	051	008	17
2018	HS2017	1701131015-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange is equal to or exceeds 396.84 USD	 	140 US dollar per 1000 kg	051	008	17
2018	HS2017	1701131021-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange does not exceed 286.60 USD	 	250 US dollar per 1000 kg	051	008	17
2018	HS2017	1701131022-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange exceeds 286.61 USD, but does not exceed 326.28 USD	 	248 US dollar per 1000 kg	051	008	17
2018	HS2017	1701131023-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange exceeds 326.29 USD, but does not exceed 365.97 USD	 	227 US dollar per 1000 kg	051	008	17
2018	HS2017	1701131024-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange exceeds 365.98 USD, but does not exceed 405.65 USD	 	205 US dollar per 1000 kg	051	008	17
2018	HS2017	1701131025-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange exceeds 405.66 USD, but does not exceed 445.33 USD	 	183 US dollar per 1000 kg	051	008	17
2018	HS2017	1701131026-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange exceeds 445.34 USD, but does not exceed 485.02 USD	 	162 US dollar per 1000 kg	051	008	17
2018	HS2017	1701131027-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange is equal to or exceeds 485.03 USD	 	140 US dollar per 1000 kg	051	008	17
2018	HS2017	1701131031-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange does not exceed 286.60 USD	 	250 US dollar per 1000 kg	051	008	17
2018	HS2017	1701131032-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange exceeds 286.61 USD, but does not exceed 324.08 USD	 	240 US dollar per 1000 kg	051	008	17
2018	HS2017	1701131033-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange exceeds 324.09 USD, but does not exceed 361.56 USD	 	203 US dollar per 1000 kg	051	008	17
2018	HS2017	1701131034-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange exceeds 361.57 USD, but does not exceed 396.83 USD	 	171 US dollar per 1000 kg	051	008	17
2018	HS2017	1701131035-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange is equal to or exceeds 396.84 USD	 	140 US dollar per 1000 kg	051	008	17
2018	HS2017	1701139011-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange does not exceed 286.60 USD	 	250 US dollar per 1000 kg	051	008	17
2018	HS2017	1701139012-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange exceeds 286.61 USD, but does not exceed 324.08 USD	 	240 US dollar per 1000 kg	051	008	17
2018	HS2017	1701139013-  	- - - - - When the average monthly price of 1 ton on the New York Mercantile Exchange exceeds 324.09 USD, but does not exceed 361.56 USD	 	203 US dollar per 1000 kg	051	008	17
